Nombre Local;Empresa Farmacéutica;Empresa RUT;Empresa Razón Social      ;Número;Tipo                         ;Dirección                                      ;Región;Comuna;Nro Resolución Apertura;Fecha Res.;Latitud;Longitud;Tipo Recetario;Alopática;Homeopática
FARMACIA MERCADOFARMA;FARMACIA MERCADOFARMA;77.191.991-K;SOCIEDAD MORÚN SPA;01;FARMACIA PRIVADA;AVENIDA CIRCUNVALACIÓN ORIENTE Nº1330, LOCAL 1 TALCA;MAULE;TALCA;1158;20/04/2021;-35,431136;-71,62717;SIN RECETARIO;SI;NO
REINOSO;REINOSO;18.167.148-3;POULETTE JOHANNA REINOSO TAPIA;1;FARMACIA PRIVADA;SAN JOSé DE LA ESTRELLA N°392-A;METROPOLITANA;LA FLORIDA;1779;26/04/2021;-33,55368;-70,59121;SIN RECETARIO;SI;NO
GLORIA;FARMACIA GLORIA;76.746.625-0;COMERCIAL FARMACEUTICA QUIÑONES Y HUERTA LTDA;2;FARMACIA PRIVADA;AVENIDA PEDRO FONTOVA 5650;METROPOLITANA;CONCHALI;2298;25/05/2021;-33,37475;-70,67152;SIN RECETARIO;SI;NO
EMPORIO FARMA AUSTRAL;EMPORIO FARMA AUSTRAL;77.224.967-5;EMPORIO FARMA AUSTRAL SPA;1;FARMACIA PRIVADA;RUTA 7 KM 7, LOTE A LOCAL 9 CENTRO COMERCIAL CHAMIZA;LOS LAGOS;PUERTO MONTT;3020;15/02/2021;-41,48336819;-72,8468896;SIN RECETARIO;SI;NO
FARMACIA LINARES CENTRO;FARMACIA LINARES CENTRO;77.185.013-8;FARMACIA LINARES CENTRO E.I.R.L.;01;FARMACIA PRIVADA;MAIPU Nº615, LINARES;MAULE;LINARES;1208;26/04/2021;-35,84615;-71,594324;SIN RECETARIO;SI;NO
FARMACIA COPEL;FARMACIA COPEL;76.871.524-6;SOCIEDAD FARMACIA COPEL LTDA;01;FARMACIA PRIVADA;BUENOS AIRES Nº454;MAULE;PARRAL;818;14/04/2020;-36,13123;-71,818659;SIN RECETARIO;SI;NO
FARMACIA ARRAYAN;FARMACIA ARRAYAN;77.252.136-7;ARRAYAN SALUD Y CALIDAD DE VIDA SPA;01;FARMACIA PRIVADA;17 NORTE Nº3675;MAULE;TALCA;1075;12/04/2021;-35,419079;-71,615875;SIN RECETARIO;SI;NO
BLANCA;FARMACIAS BLANCA S.P.A.;76.502.309-2;FARMACIAS BLANCA S.P.A.;1;FARMACIA PRIVADA;GABRIELA PONIENTE 3960. L-2. INTERIOR SUPERBODEGA ACUENTA;METROPOLITANA;PUENTE ALTO;1560;11/01/2010;-33,582199;-70,606087;SIN RECETARIO;SI;NO
BLANCA;FARMACIAS BLANCA S.P.A.;76.502.309-2;FARMACIAS BLANCA S.P.A.;3;FARMACIA PRIVADA;GRAN AVENIDA JOSE MIGUEL CARRERA 7473;METROPOLITANA;LA CISTERNA;1775;26/04/2021;-33,52367;-70,66082;SIN RECETARIO;SI;NO
BLANCA;FARMACIAS BLANCA S.P.A.;76.502.309-2;FARMACIAS BLANCA S.P.A.;4;FARMACIA PRIVADA;San Carlos Sur 1939;METROPOLITANA;PUENTE ALTO;2255;12/05/2023;-33,5959499;-70,5516162;SIN RECETARIO;SI;NO
REAL;SOCIEDAD RYS S.P.A.;77.247.211-0;SOCIEDAD RYS S.P.A.;1;FARMACIA PRIVADA;AVENIDA INDEPENDENCIA 1447, LOCAL 1;METROPOLITANA;INDEPENDENCIA;1538;13/04/2021;-33,41355;-70,65781;SIN RECETARIO;SI;NO
REAL;SOCIEDAD RYS S.P.A.;77.247.211-0;SOCIEDAD RYS S.P.A.;2;FARMACIA PRIVADA;SEVILLA N° 1301 Y 1305;METROPOLITANA;INDEPENDENCIA;3901;01/09/2022;-33,4147;-70,65785;SIN RECETARIO;SI;NO
O2;ARMACIAS AYLIN SAMARA O'RYAN DABED E.I.R.L.;77.147.897-2;FARMACIAS AYLIN SAMARA O'RYAN DABED E.I.R.L.;2;FARMACIA PRIVADA;AVENIDA JOSE MIGUEL CARRERA 5832;METROPOLITANA;SAN MIGUEL;3586;06/08/2021;;;SIN RECETARIO;SI;NO
O2;ARMACIAS AYLIN SAMARA O'RYAN DABED E.I.R.L.;77.147.897-2;FARMACIAS AYLIN SAMARA O'RYAN DABED E.I.R.L.;2;FARMACIA PRIVADA;AVENIDA JOSE MIGUEL CARRERA 4910;METROPOLITANA;SAN MIGUEL;1517;12/04/2021;-33,49832;-70,65335;SIN RECETARIO;SI;NO
ROMINA;SOCIEDAD ZAMBRANO LIMITADA;77.277.996-8;SOCIEDAD ZAMBRANO LIMITADA;1;FARMACIA PRIVADA;LA TRAVESIA 7446;METROPOLITANA;PUDAHUEL;1622;16/04/2021;-33,45713;-70,744183;SIN RECETARIO;SI;NO
PUNTOSALUD;PUNTOSALUD;77.206.472-1;FARMACÉUTICA PUNTOSALUD S.P.A.;1;FARMACIA PRIVADA;CORTEZ N° 78-B;METROPOLITANA;ISLA DE MAIPO;1777;26/04/2021;-33,75281;-70,90294;SIN RECETARIO;SI;NO
PHARMACENTER;PHARMACENTER;77.304.844-4;SOCIEDAD COMERCIAL MARTÍNEZ HERNÁNDEZ LIMITADA;1;FARMACIA PRIVADA;AVENIDA INDEPENDENCIA 802, LOCAL 4;METROPOLITANA;INDEPENDENCIA;1664;20/04/2021;-33,42187;-70,65575;SIN RECETARIO;SI;NO
POZO'S;POZO'S;77.171.825-6;EMPRESAS POZO'S;1;FARMACIA PRIVADA;AV. PABLO URZÚA 1489, L-5;METROPOLITANA;INDEPENDENCIA;888;09/03/2021;-33,40098;-70,66141;SIN RECETARIO;SI;NO
FARMACIA ANDALUÉ;PINOVA SPA;77.129.627-0;PINOVA SPA;;FARMACIA PRIVADA;AV. EL VENADO N° 620 L 3A-3;BIOBIO;SAN PEDRO DE LA PAZ;1385;03/05/2021;-36,84768457;-73,09289228;SIN RECETARIO;SI;NO
FARMACIAS NACIONAL;FARMACIAS NACIONAL;77.294.402-0;FARMACIAS NACIONAL LIMITADA;1;FARMACIA PRIVADA;AVENIDA LAGUNA SUR 8333;METROPOLITANA;PUDAHUEL;3139;08/07/2021;-33,46047;-70,74909;SIN RECETARIO;SI;NO
FARMACIA REDNORTE;FARMACIAS REDNORTE LTDA.;77.272.231-1;INVERNEY LTDA.;1;FARMACIA PRIVADA;ELEUTERIO RAMIREZ N° 1340;TARAPACA;IQUIQUE;5626;17/03/2021;-20,2208793;-70,1494826;SIN RECETARIO;SI;NO
OLGUITA;OLGUITA;77.257.484-3;ZOMO NEWEN PHARMA SPA;1;FARMACIA PRIVADA;DIEGO SILVA HENRIQUEZ N° 1456;METROPOLITANA;CONCHALI;1921;04/05/2021;-33,38367;-70,67033;SIN RECETARIO;SI;NO
FARMALISTO;INVERSIONES FARMALISTO S.P.A.;77.255.591-1;INVERSIONES FARMALISTO S.P.A.;1;FARMACIA PRIVADA;AVENIDA LA DEHESA N° 1844, LOCAL 109;METROPOLITANA;LO BARNECHEA;1920;04/05/2021;-33,35509;-33,5186;SIN RECETARIO;SI;NO
TU AHORRO;TU AHORRO;77.159.919-2;FARMACIA TU AHORRO S.P.A.;1;FARMACIA PRIVADA;AMUNATEGUI 75, LOCAL 1;METROPOLITANA;SANTIAGO;111111;21/04/2021;-33,44291;-70,65587;SIN RECETARIO;SI;NO
PHARMA ISA;PHARMA ISA;76.082.104-7;LABORATORIO PHARMA ISA LIMITADA;1;FARMACIA PRIVADA;COLO COLO 961;METROPOLITANA;QUILICURA;1111111;07/04/2021;-33,36833;-70,76053;SIN RECETARIO;SI;NO
FARMACIA HIGUERAS;DAMAFE HEALTH SPA;77.292.205-1;DAMAFE HEALTH SPA;0;FARMACIA PRIVADA;ALTO HORNO N° 714;BIOBIO;TALCAHUANO;1408;05/05/2021;-36,74036;-73,10812;SIN RECETARIO;SI;NO
FARMAHOGAR;FARMAHOGAR;77.242.638-0;FARMACIA FARMAHOGAR LIMITADA;1;FARMACIA PRIVADA;ARGOMEDO 439;METROPOLITANA;SANTIAGO;1264;30/03/2021;-33,45012;-70,63952;SIN RECETARIO;SI;NO
FARMACIA DEL DOCTOR SIMI;EXPLOTADORA AUSTRAL DE FRANQUICIAS SPA;77.280.676-0;EXPLOTADORA AUSTRAL DE FRANQUICIAS SPA;F297;FARMACIA PRIVADA;CRISTINO WINKLER N°410;LOS LAGOS;FRUTILLAR;11120;16/05/2021;-41,12581;-73,05809;SIN RECETARIO;SI;NO
FARMACIA DEL DOCTOR SIMI;EXPLOTADORA AUSTRAL DE FRANQUICIAS SPA;77.280.676-0;EXPLOTADORA AUSTRAL DE FRANQUICIAS SPA;342;FARMACIA PRIVADA;BAQUEDANO 613, LLANQUIHUE;LOS LAGOS;LLANQUIHUE;2210660745;25/11/2022;-41,25623;-73,00541;SIN RECETARIO;SI;NO
FARMACIA SOLE;4BITS ASESORÍAS Y SERVICIOS SPA;76.816.113-5;4BITS ASESORÍAS Y SERVICIOS SPA;1;FARMACIA PRIVADA;CALLE NUEVA PONIENTE 885;LOS LAGOS;OSORNO;10803;13/05/2021;-40,57797695;-73,17222392;SIN RECETARIO;SI;NO
CALIDAD TOTAL;FARMACIA CALIDAD TOTAL;77.339.081-9;FARMACIAS CALIDAD TOTAL SPA;0001;FARMACIA PRIVADA;Tucapel 2324;ARICA;ARICA;785;17/06/2021;-18,4770831;-70,2920683;SIN RECETARIO;SI;NO
HERMES;HERMES;77.205.578-1;FARMACIA HERMES LIMITADA;1;FARMACIA PRIVADA;AVENIDA LIBERTADOR BERNARDO O´HIGGINS N° 3333, ESTACIóN CENTRAL;METROPOLITANA;ESTACION CENTRAL;2114;17/05/2021;-33,45071;-70,67989;SIN RECETARIO;SI;NO
FARMACIA DEL CACHAPOAL;FARMACIA DEL CACHAPOAL;77.292.669-3;FARMACIAS DELCACHAPOAL SPA;1;FARMACIA PRIVADA;RUTA TRAVESIA EX RUTA 5 SUR N° 480;OHIGGINS;OLIVAR;2419;10/05/2021;-34,2027033;-70,7617481;;SI;NO
FARMACIA COSTA NORTE;FARMACIA COSTA NORTE;77.243.269-0;AS SERVICIOS FARMACEUTICOS LTDA;1;FARMACIA PRIVADA;AV. ARGENTINA N°2370;ANTOFAGASTA;ANTOFAGASTA;1270;13/05/2021;-23,6543302;-70,3946978;SIN RECETARIO;SI;NO
FARMACIA ALI SPA;ALI SPA;77.312.856-1;FARMACIA ALI SPA;1;FARMACIA PRIVADA;ESTER PIZARRO PEREZ 1253;ANTOFAGASTA;MEJILLONES;1313;18/05/2021;-23,105562;-70,443409;SIN RECETARIO;SI;NO
PROVINCIAL;PROVINCIAL;77.325.333-1;DINAMARCA Y COMPAÑÍA LIMITADA;0001;FARMACIA PRIVADA;CONDELL 1289;VALPARAISO;VALPARAISO;396;31/05/2021;-33,044785;-71,623925;SIN RECETARIO;SI;NO
FARMACIA PROVINCIAL;PROVINCIAL;77.325.333-1;DINAMARCA Y COMPAÑÍA LIMITADA;0002;FARMACIA PRIVADA;INDEPENDENCIA N° 1702;VALPARAISO;VALPARAISO;2147483647;01/06/2022;-33,04684465;-71,61932927;SIN RECETARIO;SI;NO
SANTOS;FARMACIA SANTOS;76.434.773-0;SOCIEDAD COMERCIAL FARMACIA SANTOS LIMITADA;1;FARMACIA PRIVADA;CINCO DE ABRIL N° 775;ÑUBLE;CHILLAN;24;15/01/1986;-36,61014167;-72,10205556;SIN RECETARIO;SI;NO
SANTOS;FARMACIA SANTOS;76.434.773-0;SOCIEDAD COMERCIAL FARMACIA SANTOS LIMITADA;2;FARMACIA PRIVADA;ARTURO PRAT # 694;ÑUBLE;CHILLAN;10690;05/12/2021;-36,61156189;-72,10286669;SIN RECETARIO;SI;NO
FARMAHELP;FARMAHELP;77.075.902-1;CVM INVERSIONES S.P.A;1;FARMACIA PRIVADA;PASAJE LOS ARTILLEROS N° 715;METROPOLITANA;MAIPU;1539;13/04/2021;-33,52146;-70,76923;SIN RECETARIO;SI;NO
REDFARMA;FARMACEUTICA FIM SPA;76.998.594-8;FARMACÉUTICA FIM SPA;8;FARMACIA PRIVADA;CAUPOLICÁN 713 LOCAL 4;BIOBIO;CONCEPCION;15843;27/08/2015;-36,8246553;-73,0526551;SIN RECETARIO;SI;NO
FARMACIAS DEL SUR;FARMACIAS DEL SUR;77.208.124-3;FARMACIAS DEL SUR SPA;1;FARMACIA PRIVADA;LOS QUIMICOS Nº55, LOCAL 3 Y 4;ARAUCANIA;TEMUCO;2568;05/05/2021;-38,71805092;-72,65029144;SIN RECETARIO;SI;NO
FARMACIA POPULAR CURACAUTÍN;FARMACIA POPULAR CURACAUTÍN;69.181.000-3;I. MUNICIPALIDAD DE CURACAUTÍN;1;FARMACIA POPULAR;SERRANO Nº 295;ARAUCANIA;CURACAUTIN;5458;14/10/2020;-38,43848519;-71,89055542;SIN RECETARIO;SI;NO
FARMACIA OLIFARMA;OLIFARMA;77.267.986-6;DMCC  SPA;1;FARMACIA PRIVADA;AV. JOSé HIPóLITO SALAS N°112;OHIGGINS;OLIVAR;2810;06/01/2021;-34,2098064;-70,8220757;SIN RECETARIO;SI;NO
FARMACIA LA BOTICA DE REQUíNOA;LA BOTICA DE REQUINOA;77.296.937-6;INVERSIONES LOS LIRIOS SPA;1;FARMACIA PRIVADA;COMERCIO 162;OHIGGINS;REQUINOA;2890;06/04/2021;-34,2862522;-70,81584498;SIN RECETARIO;SI;NO
FARMASMART;FARMASMART;77.160.365-3;COMERCIALIZADORA FARMASMART S.P.A.;1;FARMACIA PRIVADA;AVDA. ECUADOR 4583;METROPOLITANA;ESTACION CENTRAL;111111;10/01/2021;-33,45283;-70,6976;SIN RECETARIO;SI;NO
FARMACIA DR. SIMI;FARMACIA DR. SIMI F0275;77.114.308-3;COMERCIAL BIO-SALUD LIMITADA;F0275;FARMACIA PRIVADA;MANUEL BULNES Nº 270;ARAUCANIA;LONCOCHE;1922;26/03/2021;-39,3660115;-72,6355132;SIN RECETARIO;SI;NO
SALCOBRAND;FARMACEUTICA REDROVAN & PARRA S.P.A.;76.922.948-5;FARMACEUTICA REDROVAN & PARRA S.P.A.;126;FARMACIA PRIVADA;JUAN DE DIOS MALEBRAN  1750 L-5  CIUDAD  DEL SOL;METROPOLITANA;PUENTE ALTO;1662;13/01/2009;-33,595224;-70,590104;SIN RECETARIO;SI;NO
FARMACIA BIG FARMA;CHARLOTTE SPA;77.332.023-3;CHARLOTTE SPA;3;FARMACIA PRIVADA;MAIPÚ N° 808;BIOBIO;CONCEPCION;1851;10/06/2021;-36,823766;-73,049785;SIN RECETARIO;SI;NO
FARMACIA BIG FARMA;CHARLOTTE SPA;77.332.023-3;CHARLOTTE SPA;4;FARMACIA PRIVADA;COLON 351;BIOBIO;TALCAHUANO;220836809;28/01/2022;-36,71315;-73,11318;SIN RECETARIO;SI;NO
GO FARMA;GO FARMA;77.279.876-8;INVERSIONES GO FARMA SPA;1;FARMACIA PRIVADA;CAMINO INTERIOR LOS GUINDOS N° 980, LOTE 54, LOCALES 1 Y 2;METROPOLITANA;TALAGANTE;2378;28/05/2021;-33,68445;-70,9155;SIN RECETARIO;SI;NO
FARMACIA LA ECONOMICA;LA ECONÒMICA;77.331.728-3;FARMACIAS LA ECONÓMICA SPA;1;FARMACIA PRIVADA;URRIOLA Nº 128- A;OHIGGINS;RENGO;3657;14/07/2021;-34,4090319;-70,859418;SIN RECETARIO;SI;NO
FARMACIA M Y N;FARMACIA M Y N;77.210.383-2;FARMACIAS  MYN SPA;1;FARMACIA PRIVADA;AVENIDA CARLOS FRESNO Nº 564;OHIGGINS;LAS CABRAS;3026;08/06/2021;-34,2899698;-71,3095766;SIN RECETARIO;SI;NO
ROSARIO;ROSARIO;77.235.317-0;COMERCIAL FARMACÉUTICA ROSARIO S.P.A.;4;FARMACIA PRIVADA;AVENIDA DIEGO PORTALES N° 1594;METROPOLITANA;LA FLORIDA;2654;16/06/2022;-33,56038;-70,56494;SIN RECETARIO;SI;NO
ROSARIO;ROSARIO;77.235.317-0;COMERCIAL FARMACÉUTICA ROSARIO S.P.A.;1;FARMACIA PRIVADA;AVENIDA INDEPENDENCIA 1701;METROPOLITANA;INDEPENDENCIA;2129;17/05/2021;-33,41113;-70,6588;SIN RECETARIO;SI;NO
ROSARIO;ROSARIO;77.235.317-0;COMERCIAL FARMACÉUTICA ROSARIO S.P.A.;5;FARMACIA PRIVADA;Avenida Raúl Labbé 12613, local 8;METROPOLITANA;LO BARNECHEA;94;11/01/2023;-33,3652854;-70,5149646;SIN RECETARIO;SI;NO
Rosario;ROSARIO;77.235.317-0;COMERCIAL FARMACÉUTICA ROSARIO S.P.A.;3;FARMACIA PRIVADA;Avenida Recoleta 2401;METROPOLITANA;RECOLETA;518;31/01/2022;-33,40481;-70,64285;SIN RECETARIO;SI;NO
Rosario;ROSARIO;77.235.317-0;COMERCIAL FARMACÉUTICA ROSARIO S.P.A.;6;FARMACIA PRIVADA;Pedro Aguirre Cerda 1185;METROPOLITANA;LAMPA;1130;09/03/2023;-33,285037;-70,87738;SIN RECETARIO;NO;NO
FARMALLANO;FARMALLANO;77.294.442-K;COMERCIALIZADORA DE PRODUCTOS FARMACÉUTICOS Y PERFUMERÍA FARMALLANO S.P.A.;1;FARMACIA PRIVADA;TUCAPEL JIMéNEZ 56, SANTIAGO;METROPOLITANA;SANTIAGO;2633;11/06/2021;-33,44369;-70,65906;SIN RECETARIO;SI;NO
OCHOA;COMERCIAL A Y M S.P.A.;77.249.728-8;COMERCIAL A Y M S.P.A.;2;FARMACIA PRIVADA;AVENIDA PEDRO DE VALDIVIA 3598;METROPOLITANA;ÑUÑOA;2769;18/06/2021;-33,45554;-70,605;SIN RECETARIO;SI;NO
24 HORAS;FARMACIA 24 HORAS;77.302.939-3;FARMACEUTICA ALEXANDER OSVALDO KARL VELIZ E.I.R.L.;2;FARMACIA PRIVADA;21 de Mayo 497;ARICA;ARICA;840;01/08/2019;-18,4798191;-70,317182;SIN RECETARIO;SI;NO
24 HORAS;FARMACIA 24 HORAS;77.302.939-3;FARMACEUTICA ALEXANDER OSVALDO KARL VELIZ E.I.R.L.;3;FARMACIA PRIVADA;18 de Septiembre 1061;ARICA;ARICA;2315152285;12/04/2023;-18,482542;-70,3123996;SIN RECETARIO;SI;NO
FARMACIA FARMAP;FARMACIA FARMAP;77.255.677-2;FARMACIA PATRICIO CASTRO ROMERO E.I.R.L.;1;FARMACIA PRIVADA;PJE. MONTALBAN N° 1251, VILLA O'HIGGINS;ATACAMA;COPIAPO;14670;22/06/2021;-27,37256584;-70,32630085;SIN RECETARIO;SI;NO
TU SALUD;FARMACIAS TU SALUD;77.058.234-2;FARMACIAS TU SALUD SPA;0001;FARMACIA PRIVADA;Avenida Capitán Ávalos 2010, local 13;ARICA;ARICA;726;18/05/2011;-18,4888531;-70,2855929;SIN RECETARIO;SI;NO
TU SALUD;FARMACIAS TU SALUD;77.058.234-2;FARMACIAS TU SALUD SPA;2;FARMACIA PRIVADA;Guillermo Thomas 18;ARICA;ARICA;2147483647;26/07/2022;-18,4949391;-70,3046212;SIN RECETARIO;SI;NO
FARMACIAS SANTA MARÍA L-1;FARMACIAS SANTA MARIA;77.312.737-9;INVERSIONES FARMACÉUTICAS SPA;1;FARMACIA PRIVADA;GENERAL ALDUNATE Nº490;ARAUCANIA;TEMUCO;3849;30/06/2021;-38,73855173;-72,58781641;SIN RECETARIO;SI;NO
FARMACIA SANTA MARÍA;FARMACIAS SANTA MARIA;77.312.737-9;INVERSIONES FARMACÉUTICAS SPA;2;FARMACIA PRIVADA;AVDA. BERNARDO O´HIGGINS Nº 904, LOCAL 1;ARAUCANIA;LAUTARO;230943998;21/02/2023;-38,508975;-72,453507;SIN RECETARIO;SI;NO
FARMACIA EL CANELO;INVERSIONES PINHER SPA;77.264.813-8;INVERSIONES PINHER SPA;1;FARMACIA PRIVADA;CALLE BENAVENTE 820;LOS LAGOS;PUERTO MONTT;14595;21/06/2021;-41,4719458;-72,9477291;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL DR. PATRICIO BLANCO;FARMACIA MUNICIPAL DR. PATRICIO BLANCO;65.193.444-3;CORPORACIÓN DE DESARROLLO DE PARRAL;01;FARMACIA POPULAR;BUIN Nº300;MAULE;PARRAL;1344;25/06/2020;-36,141498;-71,819984;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL CHAITéN;ILUSTRE MUNICIPALIDAD DE CHAITEN;69.231.100-0;ILUSTRE MUNICIPALIDAD DE CHAITÉN;1;FARMACIA POPULAR;DIEGO PORTALES 141;LOS LAGOS;CHAITEN;7024;01/04/2021;-42,9190524;-72,7114079;SIN RECETARIO;SI;NO
LA PÓCIMA;LA POCIMA;77.295.859-5;SOCIEDAD AAOS LIMITADA;1;FARMACIA PRIVADA;ROMÁN DIAZ N° 63;METROPOLITANA;PROVIDENCIA;2768;18/06/2021;-33,43089;-70,6224;SIN RECETARIO;SI;NO
DONKEY DOC;DONKEY DOC;77.305.356-1;FARMACÉUTICA DONKEY DOC LIMITADA;1;FARMACIA PRIVADA;BATALLÓN CHACABUCO N° 03262, LOCALES 2 Y 3;METROPOLITANA;LA PINTANA;2984;02/07/2021;-33,59022;-70,61493;SIN RECETARIO;SI;NO
FARMACIA VECINA RIO NEGRO;ILUSTRE MUNICIPALIDAD DE RIO NEGRO;69.210.300-9;ILUSTRE MUNICIPALIDAD DE RIO NEGRO;1;FARMACIA POPULAR;CALLE ARTURO PRAT N 768, RIO NEGRO;LOS LAGOS;RIO NEGRO;15413;30/06/2021;-40,80417427;-73,2159106;SIN RECETARIO;SI;NO
VALGAL;VAGAL;77.267.849-5;FARMACIA VALGAL S.P.A;1;FARMACIA PRIVADA;CALLE MIGUEL áNGEL N°1908;METROPOLITANA;PUENTE ALTO;2504;06/06/2021;-33,58432;-70,60381;SIN RECETARIO;SI;NO
M Y D;M Y D;77.278.171-7;MÉRIDA Y DUQUE LIMITADA;1;FARMACIA PRIVADA;AVENIDA AMéRICO VESPUCIO 276;METROPOLITANA;MAIPU;2462;02/05/2021;-33,48592;-70,75199;SIN RECETARIO;SI;NO
FARMACIAS VECINO;FARMACIAS VECINO;77.235.483-5;SOCIEDAD FARMACEUTICA TRIDENTE SPA;1;FARMACIA PRIVADA;AV. VICUÑA MACKENNA 1545;METROPOLITANA;PEÑAFLOR;2629;11/06/2021;-33,61019;-70,87462;SIN RECETARIO;SI;NO
MAXIPHARMA SPA;MAXIPHARMA SPA;77.283.366-0;COMERCIALIZADORA FARMACEUTICA FRANCISCO & QUINTERO SPA;1;FARMACIA PRIVADA;LORD COCHRANE 166;METROPOLITANA;SANTIAGO;2682;15/06/2021;-33,44811;-70,65493;SIN RECETARIO;SI;NO
MAXIPHARMA;MAXIPHARMA SPA;77.283.366-0;COMERCIALIZADORA FARMACEUTICA FRANCISCO & QUINTERO SPA;2;FARMACIA PRIVADA;IRARRAZAVAL 2087;METROPOLITANA;ÑUÑOA;4479;02/11/2022;-33,45385072;-70,60935012;SIN RECETARIO;SI;NO
DYLAN;DYLAN;11.990.798-5;HECTOR ALTAMIRANO CRUZ;3;FARMACIA PRIVADA;AVENIDA LA ESTRELLA N° 1099;METROPOLITANA;PUDAHUEL;4640;05/11/2020;-33,43809;-70,75249;SIN RECETARIO;SI;NO
FARMACIA COMUNAL NATALES;CORPORACIÓN DE EDUCACIÓN, SALUD Y MENORES DE PUERTO NATALES;71.165.800-9;CORPORACIÓN DE EDUCACIÓN, SALUD Y MENORES DE PUERTO NATALES;;FARMACIA POPULAR;ESMERALDA 650;MAGALLANES;PUERTO NATALES;703;22/05/2019;-51,72810014;-72,50180599;SIN RECETARIO;SI;NO
FARMACIA HOSPITAL NATALES;"FARMACIA HOSPITAL DE PUERTO NATALES ""DR. AUGUSTO ESSMANN BURGOS""";61.607.900-K;SERVICIO SALUD MAGALLANES;0;FARMACIA ASISTENCIAL PUBLICA;AVENIDA ESPAÑA 1650;MAGALLANES;PUERTO NATALES;1517;04/06/2018;;;SIN RECETARIO;SI;NO
FARMACIA SALUD MENTAL;"FARMACIA HOSPITAL DE PUERTO NATALES ""DR. AUGUSTO ESSMANN BURGOS""";61.607.900-K;SERVICIO SALUD MAGALLANES;0;FARMACIA ASISTENCIAL PUBLICA;LAS HERAS 825, PUNTA ARENAS;MAGALLANES;PUNTA ARENAS;2517;12/09/2018;;;SIN RECETARIO;SI;NO
"FARMACIA HOSPITAL COMUNITARIO PORVENIR ""DR. MARCOS CHAMORRO IGLESIAS""";"FARMACIA HOSPITAL DE PUERTO NATALES ""DR. AUGUSTO ESSMANN BURGOS""";61.607.900-K;SERVICIO SALUD MAGALLANES;0;FARMACIA ASISTENCIAL PUBLICA;CARLOS WOOD 480;MAGALLANES;PORVENIR;1054;20/04/2018;;;SIN RECETARIO;SI;NO
FARMACIA HOSPITAL CLÍNICO DE MAGALLANES;"FARMACIA HOSPITAL DE PUERTO NATALES ""DR. AUGUSTO ESSMANN BURGOS""";61.607.900-K;SERVICIO SALUD MAGALLANES;0;FARMACIA ASISTENCIAL PUBLICA;AVENIDA LOS FLAMENCOS 01364;MAGALLANES;PUNTA ARENAS;274;29/01/2019;;;SIN RECETARIO;SI;NO
FARMACIA CLÍNICA REDSALUD MAGALLANES;FARMACIA CLÍNICA REDSALUD MAGALLANES;96.567.920-0;CLINICA REDSALUD MAGALLANES;0;FARMACIA ASISTENCIAL PRIVADA;AVENIDA BULNES 01448;MAGALLANES;PUNTA ARENAS;3702;23/10/2017;;;SIN RECETARIO;SI;NO
LA REBAJA;LA REBAJA;77.315.695-6;FARMACÉUTICA NORIEGA Y DUQUE SPA;17;FARMACIA PRIVADA;SERRANO 127;METROPOLITANA;;2300;25/05/2021;-33,44624;-70,64929;SIN RECETARIO;SI;NO
LA REBAJA;LA REBAJA;77.315.695-6;FARMACÉUTICA NORIEGA Y DUQUE SPA;20;FARMACIA PRIVADA;AVENIDA SANTA ISABEL 936, LOCAL 2A;METROPOLITANA;SANTIAGO;5090;18/11/2022;-33,44469;-70,61906;SIN RECETARIO;SI;NO
LA REBAJA;LA REBAJA;77.329.156-K;PHARMA EXITO SPA;21;FARMACIA PRIVADA;HUéRFANOS 1360;METROPOLITANA;SANTIAGO;3197;13/07/2021;-33,44021;-70,65607;SIN RECETARIO;SI;NO
FARMAOFERTAS;FARMAOFERTAS;77.264.634-8;REPRESENTACIONES FARMACEUTICAS C&C SPA;1;FARMACIA PRIVADA;AVENIDA IRARRáZAVAL 200;METROPOLITANA;ÑUÑOA;3328;22/07/2021;-33,45223;-70,62873;SIN RECETARIO;SI;NO
LAWENCHE;LAWENCHE;77.375.182-K;FARMACÉUTICA LAWEN SPA;1;FARMACIA PRIVADA;DOMINICA 311;METROPOLITANA;RECOLETA;3774;17/08/2021;-33,42641;-70,64177;SIN RECETARIO;SI;NO
Lawenche;LAWENCHE;77.375.182-K;FARMACÉUTICA LAWEN SPA;2;FARMACIA PRIVADA;Avenida el Sauce 1832;METROPOLITANA;HUECHURABA;1759;12/04/2023;-33,3598897;-70,6808795;SIN RECETARIO;SI;NO
LA REBAJA;LA REBAJA;77.305.271-9;FRANQUICIAS GUZMÁN SPA;22;FARMACIA PRIVADA;IRARRAZAVAL N°3443, LOCAL N°5;METROPOLITANA;ÑUÑOA;2985;02/07/2021;-33,45573;-70,59515;SIN RECETARIO;SI;NO
LA REBAJA;LA REBAJA;77.305.271-9;FRANQUICIAS GUZMÁN SPA;23;FARMACIA PRIVADA;LIBERTADOR BERNARDO O’HIGGINS 776;METROPOLITANA;SANTIAGO;3106;07/07/2021;-33,44330157;-70,64696264;SIN RECETARIO;SI;NO
