Región;Número de Región;Comuna;Establecimiento;Teléfono;Pertenecencia;Dirección
Del Bíobío;VIII;San Pedro de la Paz;Vacunatorio San Pedro de la Paz;;No Perteneciente;Avenida Pedro Aguirre Cerda 1055
Del Bíobío;VIII;Concepción;Centro Médico Inmunomédica;412466340;No Perteneciente;Calle San Martín 912
Del Bíobío;VIII;Concepción;Centro y Médico Dental VIII Zona de Carabineros (Del Bíobío);412141480;No Perteneciente;Calle Barros Arana 1224
Del Bíobío;VIII;Concepción;Vacunatorio El Salvador;412246595;No Perteneciente;Calle Chacabuco 532
Del Bíobío;VIII;Concepción;Kiñewen Ltda.;412227979;No Perteneciente;Calle Ongolmo 174
Del Bíobío;VIII;San Pedro de la Paz;Vacunatorio Endodent;412466400;No Perteneciente;Calle Pedro Aguirre Cerda 1055
Del Bíobío;VIII;Concepción;Departamento de Salud Estudiantil Universidad del Bíobío Campus Concepción;412731297;No Perteneciente;Avenida Collao 1202
Del Bíobío;VIII;Concepción;Vacunatorio Israel;412747293;No Perteneciente;Calle Salas, Piso 3 548
Del Bíobío;VIII;Chiguayante;Centro de Salud Familiar Pinares;412337194;Perteneciente;Calle La Marina 1259
Del Bíobío;VIII;San Pedro de la Paz;Centro de Salud Familiar Boca Sur;800500818;Perteneciente;Calle 2° Transversal 457
Del Bíobío;VIII;Concepción;Centro de Salud Familiar Pedro de Valdivia;800500812;Perteneciente;
Del Bíobío;VIII;Concepción;Centro de Salud Familiar O'Higgins;800500811;Perteneciente;Calle Salas 534
Del Bíobío;VIII;Concepción;Centro de Salud Familiar Víctor Manuel Fernández;412721350;Perteneciente;Calle Maipú 2120
Del Bíobío;VIII;Concepción;Centro de Salud Familiar Tucapel;800500813;Perteneciente;Calle Juan de Dios Rivera 1060
Del Bíobío;VIII;Chiguayante;Centro de Salud Familiar Chiguayante;800500807;Perteneciente;
Del Bíobío;VIII;San Pedro de la Paz;Centro de Salud Familiar San Pedro de La Paz Candelaria;800500819;Perteneciente;Calle Diagonal Bíobío 165
Del Bíobío;VIII;Concepción;Centro de Salud Familiar Lorenzo Arenas;800500810;Perteneciente;Calle Carlos Oliver 50
Del Bíobío;VIII;Concepción;Centro de Salud Familiar Juan Soto Fernández;800500809;Perteneciente;Calle Desiderio Sanhueza 393
Del Bíobío;VIII;Coronel;Centro de Salud Familiar Carlos Pinto Fierro;412719829;Perteneciente;
Del Bíobío;VIII;Coronel;Centro de Salud Familiar Lagunillas;800500814;Perteneciente;Calle Los Álamos 2428
Del Bíobío;VIII;Coronel;Centro de Salud Familiar Yobilo;722723800;Perteneciente;Calle Santos Leoncio Medel 750
Del Bíobío;VIII;Chiguayante;Centro de Salud Familiar La Leonera;800500808;Perteneciente;
Del Bíobío;VIII;Lota;Centro de Salud Familiar Dr. Sergio Lagos Olave (ex Nº 4 Lota Bajo);800500817;Perteneciente;Calle Matta 454
Del Bíobío;VIII;Concepción;Centro de Salud Familiar Santa Sabina;412723790;Perteneciente;Calle Pedro Meriño 1948
Del Bíobío;VIII;San Pedro de la Paz;Centro de Salud Familiar Lomas Coloradas;412390120;Perteneciente;
Del Bíobío;VIII;San Pedro de la Paz;Centro de Salud Familiar San Pedro de La Costa;422398508;Perteneciente;Calle Fresia 3145
Del Bíobío;VIII;Lota;Centro de Salud Familiar Dr. Juan Cartes Arias;412876643;Perteneciente;
Del Bíobío;VIII;Hualqui;Centro de Salud Familiar Hualqui;412780069;Perteneciente;Calle Bulnes 690
Del Bíobío;VIII;Florida;Posta de Salud Rural Copiulemu;;Perteneciente;
Del Bíobío;VIII;Florida;Posta de Salud Rural Manco;;Perteneciente;
Del Bíobío;VIII;Coronel;Posta de Salud Rural Puerto Sur Isla Sta. María;;Perteneciente;
Del Bíobío;VIII;Coronel;Posta de Salud Rural Puerto Norte Isla Sta. María;;Perteneciente;
Del Bíobío;VIII;Hualqui;Posta de Salud Rural Talcamávida;412777063;Perteneciente;
Del Bíobío;VIII;Hualqui;Posta de Salud Rural Quilacoya;;Perteneciente;
Del Bíobío;VIII;Santa Juana;Posta de Salud Rural La Generala;;Perteneciente;
Del Bíobío;VIII;Santa Juana;Posta de Salud Rural Colico Alto;;Perteneciente;
Del Bíobío;VIII;Santa Juana;Posta de Salud Rural Tanahuillín;;Perteneciente;
Del Bíobío;VIII;Santa Juana;Posta de Salud Rural Chacay (Santa Juana);;Perteneciente;
Del Bíobío;VIII;Santa Juana;Posta de Salud Rural Torre Dorada;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Centro Comunitario de Salud Familiar El Alto;;Perteneciente;
De La Araucanía;IX;Temuco;Laboratorio Clínico Megasalud Temuco;452310251;No Perteneciente;Avenida Gabriela Mistral 1955
De La Araucanía;IX;Collipulli;Centro Comunitario de Salud Familiar Santa Mónica;452993079;Perteneciente;Calle Fuerte Curaco 201
De La Araucanía;IX;Temuco;Laboratorio Clínico Cegnos;;No Perteneciente;Calle Antonio Varas Of. 302 687
De La Araucanía;IX;Temuco;Laboratorio Clínico UC Temuco;;No Perteneciente;Pasaje El Bosque 600
De La Araucanía;IX;Temuco;Instituto de Rehabilitación Infantil TELETÓN (Temuco);452208511;No Perteneciente;Calle Aldunate 390
De La Araucanía;IX;Padre Las Casas;Centro de Diálisis Nephrocare Padre Las Casas;452759733;No Perteneciente;Avenida Huichahue 215
De La Araucanía;IX;Temuco;Unidad de Imagenología Sorema del Sur;452230474;No Perteneciente;Calle Francia 324
De La Araucanía;IX;Temuco;Unidad de Imagenología Scanner Temuco;452230474;No Perteneciente;Calle Francia 324
De La Araucanía;IX;Lautaro;SAR Lautaro;;Perteneciente;Calle Erasmo Escala 750
De La Araucanía;IX;Angol;Radiosur;951489851;No Perteneciente;Calle Coronel Ilabaca 745
De La Araucanía;IX;Pucón;Centro Comunitario de Salud Familiar Pucón Oriente;453341;Perteneciente;
De La Araucanía;IX;Villarrica;Centro Comunitario de Salud Familiar Ñancul;;Perteneciente;
De La Araucanía;IX;Angol;Centro Médico Alta Imagen;452657488;No Perteneciente;Calle Cautín 845
De La Araucanía;IX;Villarrica;Laboratorio IMEX Limitada - Sala Externa de toma de muestra;452732481;No Perteneciente;Calle San Martín 845
De La Araucanía;IX;Padre Las Casas;Posta de Salud Rural Truf Truf;;Perteneciente;
De La Araucanía;IX;Cunco;Posta de Salud Rural Pedregoso (Cunco);;Perteneciente;
De La Araucanía;IX;Temuco;Posta de Salud Rural Conoco;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural El Temo;;Perteneciente;
De La Araucanía;IX;Perquenco;Posta de Salud Rural Quillem;;Perteneciente;
De La Araucanía;IX;Perquenco;Posta de Salud Rural Rehuecoyan;;Perteneciente;
De La Araucanía;IX;Perquenco;Posta de Salud Rural Pitraco;;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural Coihueco (Lautaro);;Perteneciente;
De La Araucanía;IX;Lautaro;Centro Comunitario de Salud Familiar Pillanlelbún;452655950;Perteneciente;Calle Alonso de Ercilla, localidad de Pillanlelbún 405
De La Araucanía;IX;Lautaro;Posta de Salud Rural Muco Chureo;;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural Dollinco (Lautaro);;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural Colonia Lautaro;;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural Pumalal;;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural Blanco Lepín;;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural Ñereco;;Perteneciente;
De La Araucanía;IX;Vilcún;Posta de Salud Rural Vega Redonda;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Cuel Ñielol;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Rapa;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Nilpe;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Ailinco;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Repocura;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Fortín Ñielol;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Santa Carolina;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Rucatraro;;Perteneciente;
De La Araucanía;IX;Vilcún;Centro Comunitario de Salud Familiar Cherquenco;452603100;Perteneciente;
De La Araucanía;IX;Vilcún;Posta de Salud Rural San Patricio;;Perteneciente;
De La Araucanía;IX;Vilcún;Posta de Salud Rural General López;;Perteneciente;
De La Araucanía;IX;Vilcún;Posta de Salud Rural Codinhue;;Perteneciente;
De La Araucanía;IX;Vilcún;Posta de Salud Rural Quintrilpe;;Perteneciente;
De La Araucanía;IX;Pitrufquén;Posta de Salud Rural Polul Coicoma;;Perteneciente;
De La Araucanía;IX;Cunco;Posta de Salud Rural Las Hortensias;;Perteneciente;
De La Araucanía;IX;Cunco;Posta de Salud Rural Villa García;;Perteneciente;
De La Araucanía;IX;Cunco;Posta de Salud Rural Leufuche;;Perteneciente;
De La Araucanía;IX;Cunco;Posta de Salud Rural Quecheregue;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Agua Tendida;;Perteneciente;
De La Araucanía;IX;Cholchol;Posta de Salud Rural Huamaqui;;Perteneciente;
De La Araucanía;IX;Cholchol;Posta de Salud Rural Huentelar;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Posta de Salud Rural Mañío Ducañán;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Posta de Salud Rural Chivilcoyan;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Posta de Salud Rural Bochoco;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Posta de Salud Rural Queupue;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Posta de Salud Rural Alto Boroa;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Posta de Salud Rural Rulo;;Perteneciente;
De La Araucanía;IX;Freire;Posta de Salud Rural Huilío;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Pto. Domínguez;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Tranapuente;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural La Cabaña;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Alto Yupehue;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Santa Celia;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Puyangue;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Los Placeres;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Coi Coi;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural La Sierra;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural El Manzano (Carahue);;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Posta de Salud Rural Miramar;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Catripulli ( Carahue);;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Matte y Sánchez;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Hueñalihuén;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Loncoyamo;;Perteneciente;
De La Araucanía;IX;Carahue;Posta de Salud Rural Nehuentué;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Puaucho(Saavedra);;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Quifo;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Ranco;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Perquiñán;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Romopulli;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Piedra Alta;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Deume;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Huapi;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Cheucán;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Calof;;Perteneciente;
De La Araucanía;IX;Pitrufquén;Posta de Salud Rural Comuy;;Perteneciente;
De La Araucanía;IX;Pitrufquén;Posta de Salud Rural Los Galpones;;Perteneciente;
De La Araucanía;IX;Pitrufquén;Posta de Salud Rural Millahuín;;Perteneciente;
De La Araucanía;IX;Pitrufquén;Posta de Salud Rural Puraquina;;Perteneciente;
De La Araucanía;IX;Pitrufquén;Posta de Salud Rural Mahuidanche;;Perteneciente;Calle Bernardo O'Higgins 669
De La Araucanía;IX;Toltén;Posta de Salud Rural Queule;;Perteneciente;
De La Araucanía;IX;Toltén;Posta de Salud Rural Villa Boldos;;Perteneciente;
De La Araucanía;IX;Toltén;Posta de Salud Rural Las Quemas (Toltén);;Perteneciente;
De La Araucanía;IX;Teodoro Schmidt;Posta de Salud Rural Porma;;Perteneciente;
De La Araucanía;IX;Toltén;Posta de Salud Rural Pocoyan;;Perteneciente;
De La Araucanía;IX;Toltén;Posta de Salud Rural Boroa Sur;;Perteneciente;
De La Araucanía;IX;Gorbea;Posta de Salud Rural Lastarria;;Perteneciente;
De La Araucanía;IX;Gorbea;Posta de Salud Rural Quitratúe;;Perteneciente;
De La Araucanía;IX;Gorbea;Posta de Salud Rural Pidenco;;Perteneciente;
De La Araucanía;IX;Gorbea;Posta de Salud Rural Huellanto Alto;;Perteneciente;
De La Araucanía;IX;Toltén;Posta de Salud Rural Licancullín;;Perteneciente;
De La Araucanía;IX;Loncoche;Posta de Salud Rural Huiscapi;;Perteneciente;
De La Araucanía;IX;Loncoche;Posta de Salud Rural La Paz;;Perteneciente;
De La Araucanía;IX;Loncoche;Posta de Salud Rural Pulmahue;;Perteneciente;
De La Araucanía;IX;Loncoche;Posta de Salud Rural Copihuelpe;;Perteneciente;
De La Araucanía;IX;Loncoche;Posta de Salud Rural Molco ( Loncoche );;Perteneciente;
De La Araucanía;IX;Villarrica;Posta de Salud Rural Ñancul;;Perteneciente;
De La Araucanía;IX;Villarrica;Posta de Salud Rural Liumalla;;Perteneciente;
De La Araucanía;IX;Loncoche;Posta de Salud Rural Manhue;;Perteneciente;
De La Araucanía;IX;Pucón;Posta de Salud Rural Caburga;;Perteneciente;
De La Araucanía;IX;Pucón;Posta de Salud Rural Paillaco;;Perteneciente;
De La Araucanía;IX;Pucón;Posta de Salud Rural Quelhue;;Perteneciente;
De La Araucanía;IX;Galvarino;Posta de Salud Rural Pangueco (Galvarino);;Perteneciente;
De La Araucanía;IX;Freire;Posta de Salud Rural Radal;;Perteneciente;
De La Araucanía;IX;Freire;Posta de Salud Rural Allipén;;Perteneciente;
De La Araucanía;IX;Freire;Posta de Salud Rural Quetroco;;Perteneciente;
De La Araucanía;IX;Freire;Posta de Salud Rural Coipué (Freire);;Perteneciente;
De La Araucanía;IX;Freire;Posta de Salud Rural Lliuco(Freire);;Perteneciente;
De La Araucanía;IX;Padre Las Casas;Posta de Salud Rural San Ramón;;Perteneciente;
De La Araucanía;IX;Freire;Posta de Salud Rural Guiñimo;;Perteneciente;
De La Araucanía;IX;Melipeuco;Posta de Salud Rural Santa María Llaima;;Perteneciente;
De La Araucanía;IX;Melipeuco;Posta de Salud Rural Alto Carén;;Perteneciente;
De La Araucanía;IX;Melipeuco;Posta de Salud Rural Cumcumllaque;;Perteneciente;
De La Araucanía;IX;Pucón;Posta de Salud Rural San Pedro de Pucón;;Perteneciente;Calle Ejercito 1424
De La Araucanía;IX;Teodoro Schmidt;Centro Comunitario de Salud Familiar Barros Arana;452664032;Perteneciente;
De La Araucanía;IX;Teodoro Schmidt;Posta de Salud Rural Pichichelle;;Perteneciente;
De La Araucanía;IX;Teodoro Schmidt;Posta de Salud Rural Yenehue;;Perteneciente;
De La Araucanía;IX;Saavedra;Posta de Salud Rural Número Tres;;Perteneciente;Calle Bernardo O'Higgins 410
De La Araucanía;IX;Teodoro Schmidt;Posta de Salud Rural Nohualhue;;Perteneciente;
De La Araucanía;IX;Cholchol;Posta de Salud Rural Malalche;;Perteneciente;
De La Araucanía;IX;Curarrehue;Posta de Salud Rural Catripulli ( Curarrehue );;Perteneciente;
De La Araucanía;IX;Curarrehue;Posta de Salud Rural Maite;;Perteneciente;
De La Araucanía;IX;Curarrehue;Posta de Salud Rural Reigolil;;Perteneciente;
De La Araucanía;IX;Gorbea;Posta de Salud Rural Faja Ricci;;Perteneciente;
De La Araucanía;IX;Gorbea;Posta de Salud Rural Liuco (Gorbea);;Perteneciente;
De La Araucanía;IX;Curarrehue;Posta de Salud Rural Quiñenahuín;;Perteneciente;
De La Araucanía;IX;Curarrehue;Posta de Salud Rural Epeukura;;Perteneciente;
De La Araucanía;IX;Nueva Imperial;Posta de Salud Rural Molco (Nueva Imperial );;Perteneciente;
De La Araucanía;IX;Freire;Posta de Salud Rural Chucauco;;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural El Escudo;;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural Vega Larga;;Perteneciente;
De La Araucanía;IX;Padre Las Casas;Posta de Salud Rural Codopille;;Perteneciente;
De La Araucanía;IX;Padre Las Casas;Posta de Salud Rural Metrenco;;Perteneciente;
De La Araucanía;IX;Lautaro;Posta de Salud Rural Santa Rosa;;Perteneciente;
De La Araucanía;IX;Cunco;Posta de Salud Rural La Esperanza;;Perteneciente;
De La Araucanía;IX;Toltén;Posta de Salud Rural Puralaco;;Perteneciente;Calle Blanco Encalada 43
De La Araucanía;IX;Curarrehue;Posta de Salud Rural Caren;;Perteneciente;
De La Araucanía;IX;Villarrica;Posta de Salud Rural Añilco;;Perteneciente;
De La Araucanía;IX;Temuco;COSAM Amanecer;;Perteneciente;Pasaje Los Lirios, Villa Los Aromos 160
De La Araucanía;IX;Temuco;CECOSAM Temuco;452557550;Perteneciente;Calle Vicuña Mackenna 51
De La Araucanía;IX;Padre Las Casas;COSAM Padre Las Casas;452990596;Perteneciente;Calle Mac-Iver 1398
De La Araucanía;IX;Temuco;Centro de Salud Familiar Metodista (Organizaciones sin fines de lucro y ONG);;Perteneciente;Calle Bernardo O'Higgins 1449
De La Araucanía;IX;Temuco;Centro Comunitario de Salud Familiar Villa el Salar;452558092;Perteneciente;Calle Huasquinta 1180
De La Araucanía;IX;Villarrica;Centro Comunitario de Salud Familiar 21 de Mayo;452558075;Perteneciente;Calle Sargento Aldea 970
De La Araucanía;IX;Temuco;Centro Comunitario de Salud Familiar Arquenco;452558080;Perteneciente;Calle Arcalafquen 855
De La Araucanía;IX;Villarrica;Centro Comunitario de Salud Familiar Los Volcanes;452558100;Perteneciente;Calle Chile Barrio 910
De La Araucanía;IX;Temuco;Centro Comunitario de Salud Familiar El Carmen;452551550;Perteneciente;Avenida Los Creadores 495
De La Araucanía;IX;Temuco;Centro Comunitario de Salud Familiar San Antonio;452551450;Perteneciente;Calle Pudeto 570
De La Araucanía;IX;Pitrufquén;Centro Comunitario de Salud Familiar Ultraestación;452463485;Perteneciente;
De La Araucanía;IX;Lautaro;Centro Comunitario de Salud Familiar Guacolda;452201454;Perteneciente;
De La Araucanía;IX;Temuco;Centro Comunitario de Salud Familiar Las Quilas;452212017;Perteneciente;
De La Araucanía;IX;Lautaro;Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora;;Perteneciente;Calle Erasmo Ovando 425
De La Araucanía;IX;Temuco;SAR Miraflores;452555047;Perteneciente;Calle Miraflores 1369
De La Araucanía;IX;Temuco;SAPU Santa Rosa;452224626;Perteneciente;Calle Pircunche 316
De La Araucanía;IX;Padre Las Casas;SAPU Padre Las Casas;452962020;Perteneciente;
De La Araucanía;IX;Temuco;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Sur);;Perteneciente;Calle Arturo Prat 969
De La Araucanía;IX;Temuco;PRAIS (S.S Araucanía Sur);;Perteneciente;Calle Arturo Prat 969
De La Araucanía;IX;Temuco;Clínica Dental Móvil Doble. Pat. BBZV83 (Temuco);;Perteneciente;Calle Pratt 969
De La Araucanía;IX;Temuco;Clínica Dental Móvil Doble. Pat. BBZV84 (Temuco);;Perteneciente;Calle Pratt 969
De La Araucanía;IX;Temuco;Clínica Dental Móvil Doble. Pat. BBZV85 (Temuco);;Perteneciente;Calle Pratt 969
De La Araucanía;IX;Pitrufquén;Hospital de Campaña Cruz Roja Noruega;;Perteneciente;Calle Manuel Rodríguez 1235
De La Araucanía;IX;Temuco;Hospital Dr. Hernán Henríquez Aravena (Temuco);452296537;Perteneciente;Calle Montt 115
De La Araucanía;IX;Lautaro;Hospital Dr. Abraham Godoy (Lautaro);452552750;Perteneciente;Avenida Diego Barros Arana 850
De La Araucanía;IX;Galvarino;Hospital de Galvarino;452552152;Perteneciente;
De La Araucanía;IX;Vilcún;Hospital de Vilcún;452555450;Perteneciente;Calle Bulnes 680
De La Araucanía;IX;Cunco;Hospital Dr. Eduardo González Galeno (Cunco);452552050;Perteneciente;Avenida Santa María 31
De La Araucanía;IX;Nueva Imperial;Hospital Intercultural de Nueva Imperial;452577866;Perteneciente;Calle Castellón 115
De La Araucanía;IX;Carahue;Hospital de Carahue;452555118;Perteneciente;
De La Araucanía;IX;Saavedra;Hospital Dr. Arturo Hillerns Larrañaga (Saavedra);452558112;Perteneciente;Calle 18 de Septiembre 554
De La Araucanía;IX;Pitrufquén;Hospital de Pitrufquén;452557200;Perteneciente;Calle Manuel Rodríguez 1235
De La Araucanía;IX;Toltén;Hospital de Toltén;452552250;Perteneciente;
De La Araucanía;IX;Gorbea;Hospital de Gorbea;452552203;Perteneciente;Calle Carrera 901
De La Araucanía;IX;Loncoche;Hospital de Loncoche;452551750;Perteneciente;Calle Carrera 330
De La Araucanía;IX;Villarrica;Hospital de Villarrica;452555250;Perteneciente;Calle San Martín 460
De La Araucanía;IX;Pucón;Hospital San Francisco (Pucón) (D);452441177;Perteneciente;Calle Uruguay 325
De La Araucanía;IX;Padre Las Casas;Hospital Maquehue (D);452352628;Perteneciente;
De La Araucanía;IX;Temuco;Clínica Alemana de Temuco;452201201;No Perteneciente;Calle Senador Estebanez 645
De La Araucanía;IX;Temuco;Hospital del Trabajador AChS de Temuco;452295700;No Perteneciente;Calle Francia 324
De La Araucanía;IX;Temuco;Centro CONIN Temuco;452210195;No Perteneciente;Calle Catrihuala 670
De La Araucanía;IX;Temuco;Hospital Clínico de la Universidad Mayor;452310282;No Perteneciente;
De La Araucanía;IX;Temuco;Megasalud S.A. Centro Médico y Dental Temuco;452642854;No Perteneciente;Calle Manuel Bulnes 846
De La Araucanía;IX;Temuco;Centro de Salud Mutual CChC Temuco;452206000;No Perteneciente;Avenida Holandesa 615
De La Araucanía;IX;Temuco;Centro de Diagnóstico y Tratamiento SIRESA;452960000;No Perteneciente;Calle Manuel Montt 942
De La Araucanía;IX;Temuco;Centro de Salud CIREPLAST;452730067;No Perteneciente;Avenida España 40
De La Araucanía;IX;Temuco;Centro de Salud Mamodiagnosis;452955501;No Perteneciente;
De La Araucanía;IX;Temuco;Centro de la Cruz Roja Temuco;452210750;No Perteneciente;Calle Carrera 676
De La Araucanía;IX;Temuco;Laboratorio Clínico Austral;452214040;No Perteneciente;Calle Vicuña Mackenna 520
De La Araucanía;IX;Temuco;Laboratorio Clínico Dra. Ruth Schurch;452232460;No Perteneciente;Calle Manuel Bulnes 815
De La Araucanía;IX;Temuco;Laboratorio Clínico Bioanalisis;452239146;No Perteneciente;Calle Arturo Prat 350
De La Araucanía;IX;Temuco;Laboratorio Clínico Caupolican;452955560;No Perteneciente;Calle Puyehue 1745
De La Araucanía;IX;Temuco;Laboratorio Clínico Central;452272136;No Perteneciente;Calle Andres Bello 765
De La Araucanía;IX;Temuco;Laboratorio Clínico Imex;452204240;No Perteneciente;Calle Thiers 539
De La Araucanía;IX;Temuco;Laboratorio Inmunológico del Sur (Labisur);452201056;No Perteneciente;Avenida Los Pablos 1881
De La Araucanía;IX;Temuco;Laboratorio de Citopatología y Papanicolau;452212300;No Perteneciente;Calle Caupolicán 110
De La Araucanía;IX;Temuco;Laboratorio Clínico Génesis;452401990;No Perteneciente;Calle Manuel Montt 379
De La Araucanía;IX;Temuco;Laboratorio Clínico Antumalal;452401067;No Perteneciente;Calle Vicuña Mackenna 481
De La Araucanía;IX;Temuco;Laboratorio Clínico Neolab;452232577;No Perteneciente;Calle Caupolicán 110
De La Araucanía;IX;Temuco;Laboratorio Clínico Medisur;452955900;No Perteneciente;Calle Prieto Norte 299
De La Araucanía;IX;Temuco;Laboratorio Citopatología Dra. Espejo;452272136;No Perteneciente;Calle Andres Bello 765
De La Araucanía;IX;Temuco;Centro Diagnóstico Histopatología Citopatología;452204216;No Perteneciente;Calle Dinamarca 621
De La Araucanía;IX;Temuco;Centro Radiológico y Ecotomografico Imagen;452236362;No Perteneciente;Calle Varas 341
De La Araucanía;IX;Temuco;Instituto de Mamografía Limitada;452216210;No Perteneciente;Calle Dinamarca 621
De La Araucanía;IX;Temuco;Sociedad Inmunomédica Diagnóstico Temuco;452654070;No Perteneciente;Calle Puyehue 1745
De La Araucanía;IX;Pitrufquén;Laboratorio Clínico Pitrufquén;452393280;No Perteneciente;Calle Francisco Bilbao 330
De La Araucanía;IX;Pucón;Laboratorio Clínico Pucón;452444113;No Perteneciente;Calle Urugay 326
De La Araucanía;IX;Villarrica;Centro Radiológico Villarrica;452411611;No Perteneciente;Calle Valentin Letelier 805
De La Araucanía;IX;Villarrica;Laboratorio Clínico del Lago;452413914;No Perteneciente;Calle Camilo Henríquez 280
De La Araucanía;IX;Temuco;Centro de Salud Gendarmería de Chile (Temuco);452646500;No Perteneciente;Calle Bulnes 751
De La Araucanía;IX;Temuco;Centro de Salud Regional de Gendarmería de Chile Región de La Araucanía;;No Perteneciente;Calle Miraflores 899
De La Araucanía;IX;Villarrica;SurImagen Ltda.;;No Perteneciente;Calle Camilo Henríquez 280
De La Araucanía;IX;Temuco;Centro Médico y Dental de Carabineros de Chile Zona IX Araucanía;452466386;No Perteneciente;Calle Claro Solar 1293
De La Araucanía;IX;Temuco;Sociedad de Imagenología Clínica Bioimagen Ltda.;452955999;No Perteneciente;Calle Prieto Norte 299
De La Araucanía;IX;Temuco;Laboratorio Sociedad Inmunomédica;452955501;No Perteneciente;
De La Araucanía;IX;Temuco;Laboratorio Clínico Bionet S.A;;No Perteneciente;Avenida Gabriela Mistral 1955
De La Araucanía;IX;Temuco;Centro de Salud Familiar Miraflores (Temuco);452555002;Perteneciente;Calle Miraflores 1369
De La Araucanía;IX;Freire;Centro de Salud Familiar Freire;452391088;Perteneciente;Calle Camalez 187
De La Araucanía;IX;Temuco;Centro de Salud Familiar Villa Alegre;800500909;Perteneciente;
De La Araucanía;IX;Temuco;Centro de Salud Familiar Santa Rosa;452555803;Perteneciente;Calle Pircunche 316
De La Araucanía;IX;Temuco;Centro de Salud Familiar Amanecer;452557300;Perteneciente;Calle Garibaldi 1280
De La Araucanía;IX;Padre Las Casas;Centro de Salud Familiar Padre Las Casas;800500905;Perteneciente;
De La Araucanía;IX;Temuco;Centro de Salud Familiar Pueblo Nuevo;452558260;Perteneciente;Calle Nahuelbuta 2815
De La Araucanía;IX;Melipeuco;Centro de Salud Familiar Melipeuco;452581051;Perteneciente;Calle Pedro Aguirre Cerda 14
De La Araucanía;IX;Teodoro Schmidt;Centro de Salud Familiar Teodoro Schmidt;452664058;Perteneciente;Calle Balmaceda 510
De La Araucanía;IX;Curarrehue;Consultorio Curarrehue;452351579;Perteneciente;Calle Cacique Catriqui 888
